Fit Flare,0,1,2,11,12,20,25,26,27,30,32,35,37,46,49,54,55,66,69,74,76,86,91,101,105,110,111,113,130,133,135,137,146,147,148,150,157,160,165,168,174,177,183,186,209,216,219,223,224,238,250,261,263,264,265,267,276,281,284,292,293,297,300,302,312,313,314,323,331,333,338,342,343,363,364
Bodycon Black,6,18,47,52,57,62,103,106,116,136,176,178,202,207,217,220,228,249,256,258,278,286,322,329,348,359
Bodycon Green,19,24,50,75,99,132,142,182,201,203,245,269,282,318,355
Flare Purple,1,37,74,110,157,160,186,223,238,261,297,312,338
Flare Multicolor,2,12,32,66,69,86,91,147,165,267,292,300,333
Shirt Blue,347
Skater Red,349
Sheath Maroon,352
Pinafore Dark,354
Gathered Dark,360
